disease_id,name,alias
D019698,"Hepatitis C, Chronic",
D019767,Maxillofacial Abnormalities,"Abnormalities, Maxillofacial#Abnormality, Maxillofacial#Maxillofacial Abnormality"
D019846,Miller Fisher Syndrome,"Fisher Syndrome#Guillain Barre Syndrome, Miller Fisher Variant#Guillain-Barre Syndrome, Miller Fisher Variant#Miller-Fisher Syndrome#Miller Fisher Variant of Guillain Barre Syndrome#Ophthalmoplegia, Ataxia and Areflexia Syndrome#Syndrome, Fisher#Syndrome, Miller Fisher#Syndrome, Miller-Fisher"
D019851,Thrombophilia,"Hypercoagulabilities#Hypercoagulability#THPH1#THROMBOPHILIA DUE TO FACTOR 2 DEFECT#THROMBOPHILIA DUE TO THROMBIN DEFECT#Thrombophilias#VENOUS THROMBOEMBOLISM THROMBOSIS, PROTECTION AGAINST, INCLUDED#VENOUS THROMBOSIS"
D019867,Anti-Glomerular Basement Membrane Disease,"Anti GBM Disease#Anti-GBM Disease#Anti Glomerular Basement Membrane Disease#Goodpasture's Syndrome#Goodpastures Syndrome#Goodpasture Syndrome#Lung Purpura with Nephritis#Syndrome, Goodpasture#Syndrome, Goodpasture's"
D019873,Schnitzler Syndrome,
D019896,alpha 1-Antitrypsin Deficiency,"A1ATD#alpha 1-Antitrypsin Deficiencies#alpha 1 Antitrypsin Deficiency#ALPHA-1-ANTITRYPSIN DEFICIENCY#Deficiencies, alpha 1-Antitrypsin#Deficiency, alpha 1-Antitrypsin"
D019954,Neurobehavioral Manifestations,"Cognitive Manifestation#Cognitive Manifestations#Cognitive Symptom#Cognitive Symptoms#Manifestation, Cognitive#Manifestation, Neurobehavioral#Manifestations, Cognitive#Manifestations, Neurobehavioral#Neurobehavioral Manifestation#Neurobehavioral Signs and Symptoms#Signs and Symptoms, Neurobehavioral#Symptom, Cognitive#Symptoms, Cognitive"
D019955,Conduct Disorder,
D019956,Stereotypic Movement Disorder,"Body Rocking#Head Banging#Movement Disorder, Stereotypic#Stereotypic Movement Disorders"
D019957,Motor Skills Disorders,"Coordination Disorder, Developmental#Developmental Coordination Disorder#Developmental Coordination Disorders#Motor Skills Disorder"
D019958,Attention Deficit and Disruptive Behavior Disorders,"Behavior Disorder, Disruptive#Defiant Disorder, Oppositional#Disruptive Behavior Disorder#Oppositional Defiant Disorder"
D019962,Reactive Attachment Disorder,"Attachment Disorder, Reactive#Attachment Disorders, Reactive#Disorder, Reactive Attachment#Disorders, Reactive Attachment#Reactive Attachment Disorders"
D019964,Mood Disorders,"Affective Disorder#Affective Disorders#Disorder, Affective#Disorder, Mood#Disorders, Affective#Disorders, Mood#Mood Disorder"
D019965,Neurocognitive Disorders,"Clerambault Syndrome#Delirium, Dementia, Amnestic, Cognitive Disorders#Disorder, Neurocognitive#Disorders, Neurocognitive#Disorders, Organic Mental#Kandinsky Syndrome#Mental Disorder, Organic#Mental Disorders, Organic#Neurocognitive Disorder#Nonpsychotic Organic Brain Syndrome#Organic Brain Syndrome, Nonpsychotic#Organic Mental Disorder#Organic Mental Disorders#Organic Mental Disorders, Psychotic#Psychoses, Traumatic#Traumatic Psychoses"
D019966,Substance-Related Disorders,"Abuse, Drug#Abuse, Prescription Drug#Abuses, Substance#Abuse, Substance#Addiction, Drug#Addiction, Substance#Dependence, Drug#Dependence, Substance#Disorder, Drug Use#Disorder, Substance Use#Drug Abuse#Drug Abuse, Prescription#Drug Addiction#DRUG ADDICTION, SUSCEPTIBILITY TO#Drug Dependence#Drug Habituation#Drug Use Disorder#Drug Use Disorders#Habituation, Drug#Organic Mental Disorders, Substance Induced#Organic Mental Disorders, Substance-Induced#POLYSUBSTANCE ABUSE, SUSCEPTIBILITY TO#Prescription Drug Abuse#PSAB#Substance Abuse#Substance Abuses#Substance Addiction#Substance Dependence#Substance Use Disorder#Substance Use Disorders"
D019967,Schizophrenia Spectrum and Other Psychotic Disorders,
D019968,Sexual and Gender Disorders,
D019969,Amphetamine-Related Disorders,"Abuse, Amphetamine#Addiction, Amphetamine#Amphetamine Abuse#Amphetamine Addiction#Amphetamine Dependence#Amphetamine Related Disorders#Dependence, Amphetamine#Disorder, Amphetamine-Related#Disorders, Amphetamine-Related"
D019970,Cocaine-Related Disorders,"Abuse, Cocaine#Addiction, Cocaine#Cocaine Abuse#Cocaine Addiction#Cocaine Dependence#Cocaine-Related Disorder#Cocaine Related Disorders#Dependence, Cocaine#Dependences, Cocaine#Disorder, Cocaine-Related#Disorders, Cocaine-Related"
D019973,Alcohol-Related Disorders,"Alcohol-Related Disorder#Alcohol Related Disorders#Disorder, Alcohol-Related#Disorders, Alcohol-Related"
D020016,Activated Protein C Resistance,"APC Resistance#Resistance, APC"
D020018,"Sexual Dysfunctions, Psychological","Arousal Disorders, Sexual#Aversion Disorders, Sexual#Disorder, Psychosexual#Disorders, Orgasmic#Disorders, Psychosexual#Disorders, Sexual Arousal#Disorders, Sexual Aversion#Dysfunction, Psychological Sexual#Dysfunction, Psychosexual#Dysfunctions, Psychological Sexual#Dysfunctions, Psychosexual#Frigidity#Hypoactive Sexual Desire Disorder#Orgasmic Disorder#Orgasmic Disorders#Psychological Sexual Dysfunction#Psychological Sexual Dysfunctions#Psychosexual Disorder#Psychosexual Disorders#Psychosexual Dysfunction#Psychosexual Dysfunctions#Sexual Arousal Disorder#Sexual Arousal Disorders#Sexual Aversion Disorder#Sexual Aversion Disorders#Sexual Dysfunction, Psychological"
D020019,Neurocysticercosis,"Brain Cysticercosis#Central Nervous System Cysticercosis#Cysticercosis, Brain#Cysticercosis, Central Nervous System#Neurocysticercoses"
D020031,Epstein-Barr Virus Infections,"EBV Infection#EBV Infections#Epstein Barr Virus Infection#Epstein-Barr Virus Infection#Epstein Barr Virus Infections#Herpesvirus 4 Infections, Human#Human Herpesvirus 4 Infections#Human Herpes Virus 4 Infections#Infection, EBV#Infection, Epstein-Barr Virus#Infections, EBV#Infections, Epstein-Barr Virus#Virus Infection, Epstein-Barr#Virus Infections, Epstein-Barr"
D020065,Hepatopulmonary Syndrome,"Hepato Pulmonary Syndrome#Hepato-Pulmonary Syndrome#Hepatopulmonary Syndromes#Hepato-Pulmonary Syndromes#Syndrome, Hepatopulmonary#Syndrome, Hepato-Pulmonary#Syndromes, Hepatopulmonary#Syndromes, Hepato-Pulmonary"
D020069,Shoulder Pain,"Pain, Shoulder#Pains, Shoulder#Shoulder Pains"
D020078,Neurogenic Inflammation,"Inflammation, Neurogenic#Inflammations, Neurogenic#Neurogenic Inflammations"
D020083,Acquired Hyperostosis Syndrome,"Acquired Hyperostosis Syndromes#Hyperostosis Syndrome, Acquired#Hyperostosis Syndromes, Acquired#SAPHO Syndrome#SAPHO Syndromes#Syndrome, Acquired Hyperostosis#Syndromes, Acquired Hyperostosis#Syndrome, SAPHO#Syndromes, SAPHO#Synovitis, Acne, Pustlosis, Hyperostosis, and Osteomyelitis"
D020096,Zygomycosis,Entomophthoramycoses#Entomophthoramycosis#Phycomycoses#Phycomycosis#Zygomycoses
D020138,Hyperhomocysteinemia,
D020139,Gastroschisis,Congenital Fissure of the Abdominal Cavity#Gastroschises
D020141,Hemostatic Disorders,"Disorders, Vascular Hemostatic#Disorder, Vascular Hemostatic#Hemostatic Disorder#Hemostatic Disorders, Vascular#Hemostatic Disorder, Vascular#Vascular Hemostatic Disorder#Vascular Hemostatic Disorders"
D020144,Basal Ganglia Cerebrovascular Disease,"Basal Ganglia Vascular Disease#Cerebrovascular Disease, Basal Ganglia#Lenticulostriate Diseases, Vascular#Lenticulostriate Vascular Disease#Lenticulostriate Vascular Diseases#Lenticulostriate Vasculopathies#Lenticulostriate Vasculopathy#Vascular Disease, Basal Ganglia#Vascular Disease, Lenticulostriate#Vascular Diseases, Basal Ganglia#Vascular Diseases, Lenticulostriate#Vascular Lenticulostriate Diseases#Vasculopathies, Lenticulostriate#Vasculopathy, Lenticulostriate"
D020145,Basal Ganglia Hemorrhage,"Basal Ganglionic Hemorrhage#Ganglionic Hemorrhage, Basal#Hematoma, Basal Ganglia#Hemorrhage, Basal Ganglia#Hemorrhage, Basal Ganglionic"
D020146,Putaminal Hemorrhage,"Brain Hemorrhage, Putaminal#Brain Hemorrhages, Putaminal#Hemorrhage, Putamen#Hemorrhage, Putaminal#Putamen Hemorrhage#Putaminal Hematoma"
D020149,Manganese Poisoning,"Manganese Neurotoxicity Syndrome#Manganese Neurotoxicity Syndromes#Nervous System Diseases, Manganese Induced#Nervous System Diseases, Manganese-Induced#Nervous System Poisoning, Manganese#Neurotoxicity Syndrome, Manganese#Neurotoxicity Syndromes, Manganese#Poisoning, Manganese#Syndrome, Manganese Neurotoxicity#Syndromes, Manganese Neurotoxicity"
D020151,Protein C Deficiency,"Deficiencies, Protein C#Deficiency, Protein C#Hereditary Thrombophilia Due To Protein C Deficiency#Protein C Deficiencies"
D020158,"Hyperglycinemia, Nonketotic","Encephalopathies, Glycine#Encephalopathy, Glycine#GCE#Glycine Encephalopathies#Glycine Encephalopathy#Hyperglycinemia, Non-ketotic#HYPERGLYCINEMIA, NONKETOTIC;NKH HYPERGLYCINEMIA, TRANSIENT NEONATAL, INCLUDED#Hyperglycinemia, Nonketotic, Type I#Hyperglycinemia, Nonketotic, Type II#Hyperglycinemia, Nonketotic, Type III#Hyperglycinemias, Nonketotic#Hyperglycinemias, Non-ketotic#Non ketotic Hyperglycinemia#Non-ketotic Hyperglycinemia#Nonketotic Hyperglycinemia#Non-ketotic Hyperglycinemias#Nonketotic Hyperglycinemias#Nonketotic Hyperglycinemia, Type I#Nonketotic Hyperglycinemia, Type II#Nonketotic Hyperglycinemia, Type III#TNH, INCLUDED#Type III Nonketotic Hyperglycinemia#Type II Nonketotic Hyperglycinemia#Type I Nonketotic Hyperglycinemia"
D020163,Ornithine Carbamoyltransferase Deficiency Disease,"Deficiencies, Ornithine Transcarbamylase#Deficiencies, OTC#Deficiency Disease, Ornithine Carbamoyltransferase#Deficiency Disease, Ornithine Transcarbamylase#Deficiency, Ornithine Transcarbamylase#Deficiency, OTC#Ornithine Carbamoyltransferase Deficiency#Ornithine Transcarbamylase Deficiencies#Ornithine Transcarbamylase Deficiency#Ornithine Transcarbamylase Deficiency Disease#Ornithine Transcarbamylase Deficiency, Hyperammonemia Due To#OTC Deficiencies#OTC Deficiency"
D020165,Carbamoyl-Phosphate Synthase I Deficiency Disease,"Carbamoyl Phosphate Synthase 1 Deficiency#Carbamoyl Phosphate Synthase 1 Deficiency Disease#Carbamoyl-Phosphate Synthase 1 Deficiency Disease#Carbamoyl Phosphate Synthase 1 Deficiency Disease (Ornithine Carbamoyl Phosphate Deficiency)#Carbamoyl-Phosphate Synthase 1 Deficiency Disease (Ornithine Carbamoyl Phosphate Deficiency)#Carbamoyl Phosphate Synthase (Ammonia) Deficiency Disease#Carbamoyl-Phosphate Synthase I Deficiency Disease (Ornithine Carbamoyl Phosphate Deficiency)#Carbamoylphosphate Synthetase 1 Deficiency Disease#Carbamoylphosphate Synthetase 1 Deficiency Disease -#Carbamoyl Phosphate Synthetase I Deficiency#Carbamoylphosphate Synthetase I Deficiency Disease#Carbamoyl Phosphate Synthetase I Deficiency Disease#Carbamoyl-Phosphate Synthetase I Deficiency Disease#Carbamoyl Phosphate Synthetase I Deficiency, Hyperammonemia Due To#Carbamyl Phosphate Synthetase 1 Deficiency Disease#Carbamyl-Phosphate Synthetase 1 Deficiency Disease#Carbamyl Phosphate Synthetase (CPS) Deficiency#Carbamyl Phosphate Synthetase Deficiency Disease#Carbamyl Phosphate Synthetase I Deficiency Disease#Carbamyl-Phosphate Synthetase I Deficiency Disease#CPS 1 Deficiencies#CPS 1 Deficiency#CPS I Deficiencies#CPS I Deficiency#Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency"
D020176,Tyrosinemias,"2 Tyrosinemias, Type#4 Hydroxyphenol Pyruvic Acid Oxidase Deficiency Disease#4-Hydroxyphenol Pyruvic Acid Oxidase Deficiency Disease#4-Hydroxyphenylpyruvate Dioxygenase Deficiency#4 Hydroxyphenylpyruvate Dioxygenase Deficiency Disease#4-Hydroxyphenylpyruvic Acid Oxidase Deficiency#Deficiencies, 4-Hydroxyphenylpyruvate Dioxygenase#Deficiencies, Fumarylacetoacetase#Deficiencies, Tat#Deficiency, 4-Hydroxyphenylpyruvate Dioxygenase#Deficiency Disease, 4 Hydroxyphenol Pyruvic Acid Oxidase#Deficiency Disease, 4-Hydroxyphenol Pyruvic Acid Oxidase#Deficiency Disease, Fumarylacetoacetase#Deficiency Diseases, Fumarylacetoacetase#Deficiency Disease, Tyrosine Transaminase#Deficiency, Fumarylacetoacetase#Deficiency, Tat#Dioxygenase Deficiencies, 4-Hydroxyphenylpyruvate#Dioxygenase Deficiency, 4-Hydroxyphenylpyruvate#Disease, Fumarylacetoacetase Deficiency#Diseases, Fumarylacetoacetase Deficiency#FAH DEFICIENCY#Fumarylacetoacetase Deficiencies#Fumarylacetoacetase Deficiency#Fumarylacetoacetase Deficiency Disease#Fumarylacetoacetase Deficiency Diseases#Hepatorenal Tyrosinemia#Hepatorenal Tyrosinemias#Hereditary Tyrosinemia#Hereditary Tyrosinemias#Hereditary Tyrosinemia, Type I#Hereditary Tyrosinemia, Type II#Hereditary Tyrosinemia, Type III#Hypertyrosinemia#Hypertyrosinemias, Type I#Hypertyrosinemia, Type I#Keratosis Palmoplantaris with Corneal Dystrophy#Oculocutaneous Type Tyrosinoses#Oculocutaneous Type Tyrosinosis#Oregon Type Tyrosinemia#Richner Hanhart Syndrome#Richner-Hanhart Syndrome#Richner-Hanhart Syndromes#Richner-Hanhart Syndrome, Tyrosinosis, Oculocutaneous Type#Syndrome, Richner-Hanhart#Syndromes, Richner-Hanhart#Tat Deficiencies#Tat Deficiency#Type 2 Tyrosinemia#Type 2 Tyrosinemias#Type I Hypertyrosinemia#Type I Hypertyrosinemias#Type III Tyrosinemia#Type III Tyrosinemias#Type II Tyrosinemia#Type II Tyrosinemias#Type I Tyrosinemia#Type I Tyrosinemias#Type Tyrosinoses, Oculocutaneous#Type Tyrosinosis, Oculocutaneous#Tyrosine Aminotransferase Deficiency#Tyrosinemia#Tyrosinemia, Hepatorenal#Tyrosinemia, Hereditary#Tyrosinemias, Hepatorenal#Tyrosinemias, Hereditary#Tyrosinemias, Type 2#Tyrosinemias, Type I#Tyrosinemias, Type II#Tyrosinemias, Type III#Tyrosinemia Type 1#Tyrosinemia Type 1s#Tyrosinemia, Type 2#Tyrosinemia, Type I#Tyrosinemia, Type II#Tyrosinemia, Type III#Tyrosine Transaminase Deficiency#Tyrosine Transaminase Deficiency Disease#Tyrosinoses, Oculocutaneous Type#Tyrosinosis, Oculocutaneous Type#TYRSN1#TYRSN2#TYRSN3"
D020178,"Sleep Disorders, Circadian Rhythm","Advanced Sleep Phase Syndrome#Circadian Rhythm Sleep Disorders#DELAYED SLEEP PHASE DISORDER, SUSCEPTIBILITY TO#Delayed Sleep Phase Syndrome#Delayed Sleep-Phase Syndrome#Delayed Sleep-Phase Syndromes#Disturbed Nyctohemeral Rhythm#Disturbed Nyctohemeral Rhythms#DSPD#Non 24 Hour Sleep Wake Disorder#Non-24 Hour Sleep-Wake Disorder#Nonorganic Sleep Wake Cycle Disorders#Nyctohemeral Rhythm, Disturbed#Nyctohemeral Rhythms, Disturbed#Shift Work Sleep Disorder#Shift-Work Sleep Disorder#Shift-Work Sleep Disorders#Sleep Disorder, Shift Work#Sleep Disorder, Shift-Work#Sleep Disorders, Shift-Work#Sleep-Wake Cycle Disorder#Sleep Wake Cycle Disorders#Sleep-Wake Cycle Disorders#Sleep Wake Disorder, Non 24 Hour#Sleep-Wake Disorder, Non-24 Hour#Sleep-Wake Schedule Disorder#Sleep Wake Schedule Disorders#Sleep-Wake Schedule Disorders"
D020179,Jet Lag Syndrome,"Jet Lag#Jet Lags#Jet Lag Syndromes#Lag, Jet#Lags, Jet#Time Zone Change Syndrome#Time Zone Syndrome#Time Zone Syndromes"
D020181,"Sleep Apnea, Obstructive","Apnea, Obstructive Sleep#Apneas, Obstructive Sleep#Obstructive Sleep Apnea#Obstructive Sleep Apneas#Obstructive Sleep Apnea Syndrome#OSAHS#Sleep Apnea Hypopnea Syndrome#Sleep Apneas, Obstructive#Sleep Apnea Syndrome, Obstructive#Syndrome, Obstructive Sleep Apnea#Syndrome, Sleep Apnea, Obstructive#Syndrome, Upper Airway Resistance, Sleep Apnea#Upper Airway Resistance Sleep Apnea Syndrome"
D020182,"Sleep Apnea, Central","Alveolar Hypoventilation, Central#Alveolar Hypoventilations, Central#Apnea, Central#Apnea, Central Sleep#Apneas, Central#Apneas, Central Sleep#Apnea, Sleep, Central#Breathing, Central Sleep-Disordered#Breathings, Central Sleep-Disordered#Central Alveolar Hypoventilation#Central Alveolar Hypoventilation Syndrome#Central Apnea#Central Apneas#Central Sleep Apnea#Central Sleep Apnea, Primary#Central Sleep Apneas#Central Sleep Apnea, Secondary#Central Sleep Apnea Syndrome#Central Sleep Disordered Breathing#Central Sleep-Disordered Breathing#Central Sleep-Disordered Breathings#Hypoventilation, Central Alveolar#Hypoventilations, Central Alveolar#Newborn Primary Sleep Apneas#Ondine Syndrome#Primary Central Sleep Apnea#Primary Sleep Apneas of Newborn#Secondary Central Sleep Apnea#Sleep Apnea, Lethal Central#Sleep Apnea, Newborn, Primary#Sleep Apneas, Central#Sleep Disordered Breathing, Central#Sleep-Disordered Breathing, Central#Sleep-Disordered Breathings, Central"
D020184,Night Terrors,"Adult Night Terror#Adult Night Terrors#Adult Pavor Nocturnus#Childhood Night Terror#Childhood Night Terrors#Childhood Pavor Nocturnus#Night Terror, Adult#Night Terror, Childhood#Night Terror, Primary#Night Terrors, Adult#Night Terrors, Childhood#Night Terror, Secondary#Night Terrors, Primary#Night Terrors, Secondary#Nocturnus, Adult Pavor#Nocturnus, Childhood Pavor#Pavor Nocturnus#Pavor Nocturnus, Adult#Pavor Nocturnus, Childhood#Primary Night Terror#Primary Night Terrors#Secondary Night Terror#Secondary Night Terrors#Sleep Terror#Sleep Terror Disorder#Sleep Terrors#Terror, Adult Night#Terror, Childhood Night#Terror, Primary Night#Terrors, Adult Night#Terrors, Childhood Night#Terror, Secondary Night#Terror, Sleep#Terrors, Primary Night#Terrors, Secondary Night#Terrors, Sleep"
D020186,Sleep Bruxism,"Adult Sleep Bruxism#Adult Sleep Bruxisms#Bruxism, Nocturnal#Bruxism, Sleep#Bruxism, Sleep-Related#Bruxisms, Nocturnal#Bruxisms, Sleep#Bruxisms, Sleep-Related#Childhood Sleep Bruxism#Childhood Sleep Bruxisms#Nocturnal Bruxism#Nocturnal Bruxisms#Nocturnal Teeth Grinding Disorder#Sleep Bruxism, Adult#Sleep Bruxism, Childhood#Sleep Bruxisms#Sleep Bruxisms, Adult#Sleep Bruxisms, Childhood#Sleep Related Bruxism#Sleep-Related Bruxism#Sleep-Related Bruxisms#Teeth Grinding Disorder, Nocturnal"
D020187,REM Sleep Behavior Disorder,"Behavior Disorder, Rapid Eye Movement Sleep#Behavior Disorder, REM#Behavior Disorders, REM#Rapid Eye Movement Sleep Behavior Disorder#REM Behavior Disorder#REM Behavior Disorders"
D020189,Nocturnal Myoclonus Syndrome,"Excessive Periodic Sleep Related Leg Movements#Excessive Periodic Sleep-Related Leg Movements#Myoclonus Syndrome, Nocturnal#Myoclonus Syndrome, Sleep#Myoclonus Syndromes, Sleep#Nocturnal Myoclonus Syndromes#Periodic Leg Movements, Excessive, Sleep-Related#Periodic Limb Movement Disorder#Periodic Movement Disorder, Sleep#Sleep Disorder, Periodic Movements#Sleep Myoclonus Syndrome#Sleep Myoclonus Syndromes#Sleep Related Periodic Leg Movements, Excessive#Sleep-Related Periodic Leg Movements, Excessive#Syndrome, Nocturnal Myoclonus#Syndrome, Sleep Myoclonus#Syndromes, Sleep Myoclonus"
D020190,"Myoclonic Epilepsy, Juvenile","Adolescent Myoclonic Epilepsies#Adolescent Myoclonic Epilepsy#ECA4, INCLUDED#EIG13#EIG7#EJM#EJM1, INCLUDED#EJM2, INCLUDED#EJM3#EJM4#EJM5,#EJM5, INCLUDED#Epilepsies, Adolescent Myoclonic#Epilepsies, Juvenile Myoclonic#Epilepsies, Myoclonic Juvenile#Epilepsy, Adolescent Myoclonic#EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 4, INCLUDED#EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13#EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 7#Epilepsy, Juvenile Myoclonic#EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 5, INCLUDED#Epilepsy, Myoclonic Juvenile#Epilepsy, Myoclonic, Juvenile#Impulsive Petit Mal Epilepsy#Impulsive Petit Mal, Janz#Janz Impulsive Petit Mal#Janz Juvenile Myoclonic Epilepsy#Janz Syndrome#JANZ SYNDROME MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 1, INCLUDED#JME#JME (Juvenile Myoclonic Epilepsy)#JMEs (Juvenile Myoclonic Epilepsy)#Juvenile Epilepsies, Myoclonic#Juvenile Epilepsy, Myoclonic#Juvenile Myoclonic Epilepsies#Juvenile Myoclonic Epilepsy#Juvenile Myoclonic Epilepsy of Janz#Myoclonic Epilepsies, Adolescent#Myoclonic Epilepsies, Juvenile#Myoclonic Epilepsy, Adolescent#MYOCLONIC EPILEPSY, JUVENILE#Myoclonic Epilepsy, Juvenile, 1#MYOCLONIC EPILEPSY, JUVENILE, 2, INCLUDED#MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 3#MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 4#Myoclonic Juvenile Epilepsies#Myoclonic Juvenile Epilepsy#Panayiotopoulos Syndrome#Panayiotopoulos Syndromes#Petit Mal, Impulsive#Petit Mal, Impulsive, Janz#Petit Mals, Impulsive"
